Business_ID,Industry,Business_Structure,Revenue_Streams,Property_Ownership_vs_Leasing,Current_Tax_Strategy,Years_in_Business,Previous_Tax_Liabilities,Gross_Revenue,Net_Income,Taxable_Income,Income_Growth_Rate,Operating_Expenses,Payroll_Expenses,Retirement_Plan_Contributions,Healthcare_Expenses,Depreciation_and_Amortization,Interest_Expenses,R&D_Expenses,R&D_Credits,Energy_Efficiency_Credits,Work_Opportunity_Tax_Credit (WOTC),Employee_Retention_Credits (ERC),Carryforwards_and_Carryback,Home_Office_Deduction,Fixed_Assets,Capital_Expenditures,Vehicle_Use_for_Business,Major_Asset_Sales,Capital_Gains_and_Losses,Outstanding_Debt,Interest_Payments,Loan_Type,Business_Investments,Sales_Tax_Obligations,Inventory_Method,Number_of_Employees,Employee_Salaries_&_Wages,Bonuses_and_Incentives,Retirement_Contributions_for_Employees,Health_Benefits_Provided,R&D_Credit_Eligible,ERC_Eligible,WOTC_Eligible,Energy_Credit_Eligible,Home_Office_Eligible
10335,Retail,LLC,Consulting,Leasing,Aggressive,3,5162,5293734,4112224,3089316,0.20285726283410893,211896,2406640,29160,5835,2893,6682,431447,42495,8872,2335,12076,28834,3718,17232,52396,1567,33800,-40596,296420,32862,Line of Credit,366198,16827,LIFO,283,2304533,19212,205277,182980,1,0,1,1,1
10336,Tech,S-Corp,Subscription,Leasing,Balanced,22,39742,8557411,1938529,2589565,-0.03591025860119401,1109118,3288262,47156,23646,14753,6782,27909,21168,9164,4321,25607,24435,2693,481426,39840,3179,39107,63187,765247,18727,Long-term,423660,10431,LIFO,8,3886491,29174,481336,380719,0,0,0,1,1
10337,Healthcare,LLC,Software Sales,Leasing,Aggressive,11,24675,7872580,1144316,1189734,-0.095470313146577,433461,1935464,22906,82360,39090,30799,498970,32624,2846,13254,24783,21676,625,64766,47255,3019,27430,60449,344384,25260,Line of Credit,222054,37918,Weighted Average,457,4023615,138933,449162,323062,1,0,1,1,1
10338,Finance,Sole Proprietorship,Software Sales,Leasing,Conservative,15,13461,907744,4350915,1886585,-0.1576558290623466,1103329,1926796,21572,42335,65922,42905,469847,10635,2463,19369,18321,43554,4234,130601,76160,16919,32535,-22316,902724,30223,Line of Credit,492295,45057,FIFO,284,3809149,138166,249955,411435,1,0,1,1,1
10339,Healthcare,C-Corp,Consulting,Owning,Balanced,22,22015,9237344,1686675,3000883,0.03334656044220419,886220,1296188,6136,74351,77768,17984,188644,9964,6837,559,13948,19814,3708,91588,13176,20703,68476,18591,196807,47975,Long-term,454802,10496,FIFO,207,4667193,105649,322477,148235,1,0,1,1,1
10340,Tech,Sole Proprietorship,Software Sales,Owning,Conservative,28,37591,5820622,756673,4147618,0.04106604945992093,303460,443797,18727,7429,60412,46780,479095,27785,4922,713,17530,14716,761,189614,38529,19704,87329,69821,552247,17715,Line of Credit,423005,24331,LIFO,194,2003756,52319,163349,143542,1,0,0,1,1
10341,Healthcare,S-Corp,E-commerce,Leasing,Conservative,5,33047,9188147,851849,946450,0.22045435520145357,253979,3095945,34167,46950,57030,23760,456983,29510,4392,4593,21536,27528,3979,15913,61406,19030,77798,-47318,562810,6038,Line of Credit,399833,40238,FIFO,455,456060,178800,186678,419759,1,0,1,1,1
10342,Manufacturing,C-Corp,E-commerce,Owning,Aggressive,20,39782,8734012,1778665,1522795,-0.08938065177696802,628986,4178773,47421,65654,18509,26993,157541,17261,3183,15184,13824,1995,3529,122406,17941,4909,52284,61186,459303,22199,Line of Credit,264711,47025,Weighted Average,47,816184,156435,138005,160348,1,0,1,1,1
10343,Healthcare,S-Corp,Subscription,Owning,Balanced,10,14833,7033705,1211068,322140,-0.009504363165800056,298104,810607,17479,73143,69653,2524,132385,19254,3167,15261,4299,22414,1555,123693,6669,9015,56232,-28168,413169,43585,Line of Credit,105834,24563,Weighted Average,466,1536503,88846,169586,130014,1,0,1,1,1
10344,Retail,C-Corp,Software Sales,Leasing,Conservative,12,12896,5645403,1085891,1648795,0.20420286944684546,1099367,1794094,33376,96186,37929,27120,401063,11392,2997,256,14120,13844,3633,103449,90782,4420,44420,-33003,36567,12954,Long-term,139405,4712,FIFO,342,453886,171372,258130,177953,1,0,1,1,1
10345,Retail,LLC,Consulting,Owning,Conservative,15,37972,117297,803494,598981,0.21181180537448674,1045270,2154797,6823,82527,49291,1078,443438,12336,6521,14574,8118,36659,675,20567,49859,48653,37710,-15360,463739,48717,Short-term,45002,29531,FIFO,242,4901142,55808,243408,351094,1,0,1,1,1
10346,Manufacturing,LLC,E-commerce,Owning,Balanced,17,46800,888443,473177,2083321,-0.00769446201061591,307360,249608,6920,91704,5042,36891,467918,11939,3227,37,10756,15522,4187,48379,60786,17740,72497,-9509,72708,41723,Short-term,260549,46489,Weighted Average,10,439655,138015,94893,17749,1,0,0,1,1
10347,Tech,LLC,Consulting,Owning,Conservative,10,35508,3365962,692762,148944,0.029562011643340436,1395147,4751875,21585,36099,63574,26473,141002,27412,6564,10264,25018,39913,36,216040,56083,41253,92035,13043,136206,22211,Line of Credit,461836,33664,FIFO,370,1491602,43616,228679,296326,1,0,1,1,1
10348,Retail,Sole Proprietorship,Consulting,Owning,Conservative,6,10347,6110334,817876,1837519,-0.04835705457535855,1967478,3672097,40239,44385,38201,40832,3285,16676,9920,12697,24143,8498,3836,272463,45076,31328,40498,62175,556848,15559,Line of Credit,223760,46263,LIFO,289,1396956,75329,330102,349594,0,0,1,1,1
10349,Finance,S-Corp,E-commerce,Owning,Balanced,18,35314,9715754,3754697,3917590,0.266277439209656,617578,359115,19272,40919,93282,46836,385781,9843,2024,8652,7953,42322,1787,100005,25323,20465,31283,78568,592678,48898,Short-term,487843,13420,FIFO,391,982217,157359,405043,90543,1,0,0,1,1
10350,Retail,Sole Proprietorship,Consulting,Leasing,Balanced,13,7643,5852613,1256184,3755929,-0.14067811712920986,591302,4034919,28619,65782,15016,9417,35863,45591,329,15930,4784,2102,2727,383134,11021,5131,66169,64250,660060,1786,Line of Credit,398727,6315,LIFO,131,4994500,128957,35844,106487,0,0,1,1,1
10351,Retail,LLC,E-commerce,Leasing,Balanced,3,45785,1433572,1810511,1998691,0.266874711500735,155150,4307084,11533,76116,26022,14362,147776,25112,2486,1832,15185,35798,3880,233098,44807,11652,72358,22725,471365,34797,Short-term,379994,6381,FIFO,270,2906632,166043,381645,382371,1,0,1,1,1
10352,Tech,S-Corp,Consulting,Leasing,Balanced,24,23681,5737025,4634074,4431401,0.1419332259176716,1015893,827166,41895,77590,28938,2209,411921,30598,1155,15517,9024,8524,1894,489336,55355,22507,62457,78131,964164,43268,Long-term,135011,10497,FIFO,428,2019370,57152,358344,239216,1,0,1,1,1
10353,Healthcare,LLC,E-commerce,Owning,Aggressive,10,43328,8172879,3591815,2968100,0.06578607634336558,1119095,3156243,5720,94626,44678,38921,131627,35454,4477,5167,14674,30846,136,14791,49732,48147,25968,-4480,317248,39923,Long-term,173922,30040,Weighted Average,302,3748922,43351,5792,424599,1,0,1,1,1
10354,Retail,Sole Proprietorship,Software Sales,Leasing,Balanced,14,20892,9104471,96002,2749236,-0.18367046960775207,1859050,4052942,21267,45387,62720,5898,21323,33001,2185,432,17845,8107,3076,141401,13711,48671,62508,12919,592093,35145,Long-term,126548,33375,LIFO,61,358781,192112,437911,350722,0,0,1,1,1
10355,Manufacturing,Sole Proprietorship,Subscription,Owning,Aggressive,6,22073,4801669,4660146,1993341,0.03779809591100414,593340,863159,17696,20823,57805,19562,333112,27228,7086,4151,11708,49394,3883,215459,68079,49681,63220,59869,246109,43209,Long-term,480388,14494,Weighted Average,164,311922,123377,88187,126258,1,0,1,1,1
10356,Healthcare,Sole Proprietorship,E-commerce,Owning,Aggressive,3,41768,3865056,765339,1013737,0.003874052501366132,1082965,3908888,31968,51015,75323,11871,460138,14429,2317,14912,1159,18268,661,71032,12904,24806,85366,14442,505951,26985,Long-term,484269,32752,FIFO,13,2855900,61616,47510,166484,1,0,1,1,1
10357,Finance,LLC,E-commerce,Owning,Aggressive,16,35682,3425315,4189289,1173387,-0.11939059401243873,378105,905596,25345,20339,2986,8610,53915,18758,3621,6411,386,47703,1810,185150,69033,20171,5738,55246,296640,32767,Long-term,36786,26357,Weighted Average,272,4335222,155969,437353,23181,1,0,1,1,1
10358,Tech,S-Corp,Subscription,Owning,Conservative,7,37262,5317092,1834006,3942908,0.12820480175032845,1660975,2441129,27693,8491,77478,44845,371687,2272,4491,18135,26617,24399,414,360806,91478,21593,3098,59687,748661,46323,Short-term,472572,17950,FIFO,208,1945044,24010,118104,54898,1,0,1,1,1
10359,Finance,S-Corp,E-commerce,Leasing,Aggressive,20,36358,8364605,4963478,2678439,0.2855754536841429,1960066,4787347,21385,5706,83994,28382,141691,17350,2511,256,7192,9624,342,31300,94787,10470,95424,73447,101257,27586,Line of Credit,303388,16752,FIFO,246,3617120,172226,482826,462846,1,0,1,1,1
10360,Healthcare,LLC,E-commerce,Leasing,Aggressive,14,19289,928791,678889,735532,0.08109440553226255,900147,1610720,20122,20728,13161,16791,203462,22538,7842,671,10745,27126,2729,347844,60096,45308,73633,11477,13515,16984,Short-term,210786,38390,FIFO,133,4669922,122822,209482,275549,1,0,1,1,1
10361,Healthcare,S-Corp,Consulting,Owning,Conservative,9,12927,3920887,2417108,335866,0.1573766382219729,857165,2615327,3364,11997,21689,36312,259990,3400,8641,489,9910,23131,3450,454161,95594,22326,78672,-49756,538742,3587,Long-term,72261,5132,LIFO,244,4171963,152186,480428,499620,1,0,1,1,1
10362,Healthcare,LLC,Subscription,Leasing,Conservative,15,6171,6752346,4639699,837057,-0.16577477371699162,1889762,3229598,4708,65408,95699,39290,370644,15371,9546,6889,21159,48591,3665,65609,8093,5597,38244,29453,247145,39096,Line of Credit,285621,42598,LIFO,473,3675053,20050,306776,283006,1,0,1,1,1
10363,Finance,S-Corp,Software Sales,Owning,Conservative,21,16918,2946274,3894886,4432541,0.008833497908497356,892318,3292808,14982,63097,61924,3370,452490,37310,7848,11906,28626,20714,3737,201634,29918,38304,8253,77962,32873,19175,Line of Credit,182605,29276,LIFO,294,792793,22125,172862,195751,1,0,1,1,1
10364,Healthcare,C-Corp,E-commerce,Leasing,Balanced,3,46903,6088099,975779,1845518,-0.14182075741775207,1226329,1979412,19308,43523,75308,20665,466389,36291,5404,18480,3409,40631,3897,100045,77743,31788,54333,21303,870352,25180,Long-term,432685,40763,Weighted Average,486,31957,182468,350712,300832,1,0,1,1,1
10365,Finance,C-Corp,Subscription,Leasing,Conservative,2,44110,7169337,2579832,3475088,0.10639791776825519,1682388,600611,34919,30163,64745,5710,414441,18147,5393,18066,17073,35877,4241,334045,67636,43725,50969,-21610,285871,17577,Long-term,275640,21551,FIFO,434,4024804,176918,265851,58017,1,0,1,1,1
10366,Healthcare,Sole Proprietorship,Consulting,Owning,Conservative,27,16929,7971917,3369151,2976537,0.2692410791070773,363150,4636510,27161,22718,2211,1328,373410,3291,1293,12603,23412,18570,4418,277847,63806,37930,90744,-39753,662664,38674,Long-term,125522,27975,Weighted Average,38,991120,152468,429101,499697,1,0,1,1,1
10367,Manufacturing,C-Corp,Software Sales,Leasing,Aggressive,2,7539,5546079,275391,3663425,0.13088886623581925,1879712,3952033,37089,92508,1229,47451,288883,35256,2465,2460,23646,12482,2169,233717,14394,34071,70423,-20417,603358,11932,Long-term,410486,3670,Weighted Average,359,37829,93661,70214,285083,1,0,1,1,1
10368,Healthcare,C-Corp,Subscription,Owning,Conservative,3,41727,476794,241387,3639537,-0.16159847584278925,1566064,4942206,15865,88767,49542,39347,440924,10892,3175,4529,22048,34318,1878,335259,97510,6067,44411,89148,895491,3991,Long-term,212080,10364,FIFO,56,2263256,89116,474760,253343,1,0,1,1,1
10369,Finance,C-Corp,Software Sales,Leasing,Balanced,18,27669,3978450,3682632,2186674,-0.022666897507458594,1163489,438556,2495,44619,15345,21612,128041,34326,7849,1975,23150,33414,3970,229162,98708,6024,75028,99078,658852,46626,Long-term,287868,27296,Weighted Average,319,3265498,120233,49870,497683,1,0,0,1,1
10370,Retail,LLC,Software Sales,Owning,Conservative,14,10432,3133349,4658474,2022847,0.07533168972042575,638396,3685049,46755,17126,32819,46890,53019,37458,9425,3216,25745,21040,4696,37676,18280,8715,35421,96123,238497,46622,Line of Credit,297560,25680,FIFO,376,3716368,171045,264289,376296,1,0,1,1,1
10371,Healthcare,C-Corp,Software Sales,Owning,Balanced,20,25644,6507054,2834067,2249853,0.0016038780666260966,799091,490350,4148,94131,48779,7794,207226,38889,9629,14267,13180,13407,4570,464926,41303,32770,1454,85386,651501,3892,Long-term,40575,19066,FIFO,48,2147367,155646,53110,311729,1,0,0,1,1
10372,Retail,C-Corp,E-commerce,Leasing,Conservative,18,23745,882877,1424073,4131685,0.21682200523758616,289637,506232,35324,69926,83421,33888,233169,44966,8444,9581,17336,45468,2617,463293,32453,12226,17522,-21330,715339,2768,Long-term,479406,29892,FIFO,105,1518111,91155,376558,388459,1,0,1,1,1
10373,Manufacturing,Sole Proprietorship,E-commerce,Leasing,Conservative,10,33228,5002825,2585394,247352,0.2073355023549946,89639,3644183,15393,45633,93244,7749,7373,37207,8210,4515,29926,33305,1515,393476,65695,36399,38575,74920,559753,38900,Line of Credit,81614,11041,FIFO,474,1588327,130843,141243,114447,0,0,1,1,1
10374,Tech,C-Corp,Consulting,Owning,Conservative,25,39521,7168132,4607220,1715502,0.1059155100516107,1300028,1697023,3552,82654,66584,47531,166353,40288,2759,12048,29455,14166,574,230412,73449,14412,3192,-39764,194972,37051,Short-term,98566,10054,Weighted Average,59,2847154,14869,145661,253885,1,0,1,1,1
10375,Manufacturing,C-Corp,Consulting,Leasing,Conservative,2,36703,6399492,4422352,224514,-0.013271027433647387,1385103,2638973,37853,8317,20950,21608,20187,25995,5255,9776,6142,6572,4442,186512,30765,48805,55268,-14432,594087,28588,Long-term,257061,12637,Weighted Average,77,3128958,198266,23077,249434,0,0,1,1,1
10376,Healthcare,S-Corp,Subscription,Leasing,Balanced,25,31928,5898946,1474663,838658,-0.07233181311837794,1726930,2056719,34924,49980,16173,16450,330007,5409,8414,2963,5967,33002,2867,177995,7340,45415,81311,57327,520237,14979,Line of Credit,209180,11757,Weighted Average,428,4912712,63167,332018,164014,1,0,1,1,1
10377,Retail,Sole Proprietorship,Consulting,Owning,Balanced,29,23322,7336694,2519146,1897596,-0.14706284089343535,1793216,3881240,10926,49115,59032,4675,97927,42438,2,6786,29166,26972,3544,301946,96715,13569,10402,60188,630417,25965,Line of Credit,415624,42258,LIFO,499,794474,188219,470462,251147,1,0,1,1,1
10378,Retail,Sole Proprietorship,Software Sales,Owning,Aggressive,22,27360,6028643,3341070,1298624,-0.022551158256722992,329378,3922669,32851,66646,29036,19460,238185,44874,8130,13866,7205,46835,4477,362475,98409,3369,78610,-33648,424546,48655,Short-term,132192,28484,Weighted Average,218,4420908,144194,251797,408488,1,0,1,1,1
10379,Finance,Sole Proprietorship,Software Sales,Leasing,Balanced,1,34055,9824700,736268,1002452,0.0065862586038597515,984795,1436548,25889,48158,72356,39411,346229,44702,1259,6200,28072,42464,71,466120,43057,45427,80781,75721,673662,22857,Long-term,24359,13329,Weighted Average,383,2708154,175899,483988,447350,1,0,1,1,1
10380,Retail,Sole Proprietorship,E-commerce,Owning,Conservative,4,47891,6149850,851955,1810394,0.1379114625520368,1721538,4001818,41930,60963,15292,12560,117996,29823,8190,17360,16006,46918,2568,463378,5597,33021,36527,91418,379432,6469,Long-term,406914,34538,LIFO,55,4857650,145407,174299,165337,1,0,1,1,1
10381,Finance,Sole Proprietorship,Software Sales,Owning,Aggressive,14,21376,950350,1161009,4176725,0.12907991214878672,506084,3789044,10055,52631,4052,33463,39220,7869,4323,7345,12109,22923,3437,134786,62988,1528,52181,5904,253761,9481,Long-term,206464,28115,FIFO,55,298169,64576,413153,264743,0,0,1,1,1
10382,Tech,Sole Proprietorship,Subscription,Owning,Aggressive,1,11588,8656255,2063148,2790025,-0.16494593017937154,1598458,2034611,6654,54316,45377,32663,392647,35724,5773,45,13034,1909,2980,337313,99655,44270,91472,95107,252821,21532,Line of Credit,229135,27038,FIFO,129,829138,22677,276898,189264,1,0,1,1,1
10383,Healthcare,LLC,Software Sales,Leasing,Aggressive,14,30000,2433679,4517223,2129934,-0.002370342284421123,1829771,260231,24634,64342,90317,49151,7642,22401,2568,1193,2484,44918,1117,78147,20025,31314,27002,72141,22875,42118,Long-term,437708,37622,FIFO,392,4912580,160295,292832,169740,0,0,0,1,1
10384,Finance,C-Corp,Software Sales,Leasing,Conservative,16,11304,535477,1569593,2966979,-0.10911056639131905,289515,1071516,34363,20504,68838,4170,79971,25958,1885,4512,1854,32848,2386,32075,12145,38443,81219,-33892,561507,24908,Long-term,472997,36886,LIFO,383,4376232,161886,274192,91560,1,0,1,1,1
10385,Tech,Sole Proprietorship,Subscription,Owning,Balanced,22,12345,7836484,2494291,2554399,-0.12159364734159717,1640179,4584475,13468,73593,68819,34123,55556,10766,7060,16630,11631,2083,3508,354159,60797,19047,12460,-47147,832614,24741,Long-term,48634,10901,Weighted Average,388,1958174,126662,289712,369579,1,0,1,1,1
10386,Retail,C-Corp,Consulting,Leasing,Conservative,14,34300,5751944,197745,3835830,0.21365107486862295,1807500,4745524,34922,31660,16620,29810,426976,19768,7844,19603,19615,46146,1359,215788,46723,20748,30482,34156,745901,48440,Long-term,122255,18374,Weighted Average,85,3174907,175257,364727,79283,1,0,1,1,1
10387,Retail,C-Corp,Consulting,Owning,Aggressive,29,29259,4427308,3842824,995205,-0.17904239164187125,1720115,3382105,42718,42196,31461,10718,300336,30794,6111,8983,2597,47985,4759,19304,78230,36109,16447,-45824,445485,17902,Short-term,47864,47290,Weighted Average,214,713983,77794,473235,19297,1,0,1,1,1
10388,Tech,LLC,Subscription,Leasing,Conservative,20,30470,1681420,1780992,2163091,0.009591437951060655,252520,988935,19380,70938,21750,1028,397597,26145,9491,636,7829,17140,1515,139851,9830,14919,48228,50459,351925,26266,Short-term,361626,33806,Weighted Average,115,692947,76675,415761,74005,1,0,1,1,1
10389,Retail,Sole Proprietorship,E-commerce,Owning,Conservative,3,28017,886261,187686,1006649,-0.11589817211674092,1672390,1040451,28870,13605,99426,48599,227655,10086,2338,3775,8186,2670,39,392873,28930,48498,83265,87901,16457,4157,Short-term,42355,18659,LIFO,437,2796245,43325,481165,400977,1,0,1,1,1
10390,Tech,S-Corp,Software Sales,Owning,Balanced,3,20352,3594708,2117636,974048,0.239665107839237,1312035,2140118,39394,62388,89719,18397,412774,43203,9268,2421,3983,36519,1382,69622,28752,16256,50126,73225,934253,21730,Long-term,42690,49770,Weighted Average,314,3420205,41503,99449,199506,1,0,1,1,1
10391,Finance,LLC,Subscription,Leasing,Balanced,9,38365,7052314,4201923,3070555,0.07852025663751755,691986,430993,16259,86297,10472,44662,292926,26442,3758,13025,23347,44512,2030,326359,81025,5905,20545,68458,43064,19180,Long-term,436030,24453,FIFO,293,2454434,20514,50217,467965,1,0,0,1,1
10392,Finance,S-Corp,Software Sales,Owning,Aggressive,6,24446,3179042,2033044,1904071,-0.084309681811576,1941013,3411461,16873,60501,70263,42787,266926,16412,4810,9280,6684,38029,2621,483362,86304,49307,55114,60893,937325,17658,Line of Credit,167717,31498,LIFO,49,2817975,57196,184194,404823,1,0,1,1,1
10393,Tech,C-Corp,E-commerce,Leasing,Conservative,25,7336,6765769,3974221,1467989,0.051213643583188195,257330,2270791,15016,58309,58602,46406,222489,25596,9139,4183,10383,14691,1900,346117,67040,49023,93740,23927,649544,19695,Line of Credit,220886,5857,LIFO,67,4182828,152989,169818,140654,1,0,1,1,1
10394,Finance,C-Corp,Software Sales,Leasing,Conservative,13,14879,6638655,3364344,2072709,0.1657431798515579,1174149,256331,44137,32043,26523,48657,185784,10255,6791,11351,27211,39620,2217,118654,72696,9884,75350,68178,894729,42840,Line of Credit,208811,17312,FIFO,275,193226,186771,406925,200255,1,0,0,1,1
10395,Finance,LLC,Subscription,Owning,Balanced,21,37316,8614668,99976,1240532,0.2790590044597169,944634,3041830,2153,38635,31766,3024,236836,42406,7171,17096,17040,34262,4796,415737,69648,29906,57801,-9333,768947,36450,Long-term,61630,2436,FIFO,129,2628711,95633,132873,96994,1,0,1,1,1
10396,Finance,LLC,Software Sales,Owning,Conservative,2,38340,6068633,2572620,504462,-0.08977699787729054,157900,4394575,9853,84315,67060,39607,488161,40524,2731,5323,12004,25595,4606,259109,60030,42911,13890,-43389,219727,13479,Short-term,184243,28569,Weighted Average,29,136905,182191,292502,66305,1,0,1,1,1
10397,Manufacturing,S-Corp,Consulting,Leasing,Conservative,8,12521,6998046,2413128,3031620,0.24309088606467255,339658,4611318,14379,85691,10079,14503,150534,23332,869,12888,24127,33440,1283,296172,61815,6950,52482,38242,935168,8367,Short-term,26658,25949,FIFO,343,1097406,84324,119064,169045,1,0,1,1,1
10398,Healthcare,Sole Proprietorship,E-commerce,Owning,Conservative,21,11171,3177099,3417611,3040109,0.2671520570837451,520364,4090790,17792,38132,9399,11303,322174,44624,5166,3644,27916,8630,583,49328,90669,2360,63397,34612,170353,15655,Short-term,244204,8693,LIFO,33,4062236,157133,278167,426333,1,0,1,1,1
10399,Retail,S-Corp,E-commerce,Owning,Balanced,2,28481,2944180,4455813,3612401,0.2582102722660331,1574316,2806749,40367,94387,61726,18138,199591,15764,93,16142,12103,31250,458,299445,40690,38895,1740,-3098,792351,13506,Long-term,282941,46986,LIFO,119,2409905,142019,100387,223058,1,0,1,1,1
10400,Manufacturing,LLC,E-commerce,Owning,Aggressive,4,23474,6858699,3692693,2484975,0.1177071784309549,1304283,3876585,20100,20366,93906,26345,318555,27563,2987,7773,23223,28798,2265,310159,93406,22946,30121,-16957,246887,4829,Short-term,325943,38019,LIFO,180,4755993,86550,164828,222143,1,0,1,1,1
10401,Finance,S-Corp,Subscription,Owning,Aggressive,25,49629,8083939,2077320,3311557,0.11491032721735384,1776600,2762690,49553,98944,17532,30505,186278,22139,9967,10778,26372,43036,2666,228348,95032,48020,11218,86343,435037,23051,Line of Credit,385445,10305,Weighted Average,425,4635249,81331,461391,394832,1,0,1,1,1
10402,Tech,LLC,E-commerce,Owning,Conservative,15,26008,5166112,1862105,2312759,0.0016053165919113765,1573493,1013510,13049,77107,83357,2906,97469,36370,8627,12501,28939,33212,815,46845,62923,9730,71591,22867,769129,36365,Line of Credit,234414,33646,Weighted Average,151,909912,164704,190353,235963,1,0,1,1,1
10403,Finance,S-Corp,Consulting,Leasing,Aggressive,4,6633,4193886,1997238,2489308,0.17619894115189394,1741819,4221422,2786,67580,44162,41167,46950,5062,4947,14409,6312,41925,2511,358962,41572,23161,88241,27089,952151,1904,Short-term,494710,28302,FIFO,133,720527,151424,447505,279789,0,0,1,1,1
10404,Healthcare,LLC,Subscription,Leasing,Balanced,13,17485,9050668,1445796,3788294,0.06564700917546595,718419,1081192,6368,62889,4749,8961,395739,44645,6651,2108,7938,11982,246,86394,59030,28738,34722,8745,604206,38369,Line of Credit,319380,11590,Weighted Average,327,4439557,24653,456313,314382,1,0,1,1,1
10405,Finance,LLC,Consulting,Owning,Balanced,28,48617,5401358,4859045,314535,0.13871903561414722,1545870,3425473,32699,84553,12353,27140,454142,7244,6979,3614,9954,8655,4825,185231,72904,4925,49431,92645,223057,1869,Short-term,11265,41430,Weighted Average,185,4009551,199187,474897,79694,1,0,1,1,1
10406,Tech,LLC,Software Sales,Owning,Aggressive,12,8648,1606145,3611262,3288204,0.014228951924397715,1766868,1870371,49691,44236,29477,13031,140749,6372,6794,10251,22560,18582,416,315858,34203,9463,51543,35970,486015,39933,Short-term,130611,4123,LIFO,134,3784599,98294,91728,182845,1,0,1,1,1
10407,Healthcare,Sole Proprietorship,Software Sales,Owning,Aggressive,28,18140,2748202,258859,2520017,0.16574823202156952,543116,4207099,39040,9150,25570,16128,206900,39873,6524,11678,29048,35055,4463,90722,82088,18412,42000,-25536,886611,18948,Line of Credit,208206,5158,LIFO,177,4403547,44755,183331,288930,1,0,1,1,1
10408,Finance,S-Corp,Software Sales,Leasing,Conservative,13,22921,1292931,4077902,4171146,0.21223575880227452,1523061,3520764,29454,24423,87373,16663,146161,19965,3144,14367,19669,44725,3717,499946,10608,23402,71975,68523,347088,36033,Line of Credit,498935,9700,FIFO,22,4695616,105296,154911,50693,1,0,1,1,1
10409,Healthcare,S-Corp,Software Sales,Owning,Aggressive,14,19357,4989084,95475,957472,-0.12678187169859195,533066,1581480,40762,9137,12437,35228,397797,44997,3587,4332,9777,4008,107,297374,50667,35010,30921,-29338,99142,24675,Line of Credit,480894,11531,LIFO,241,157719,99354,294554,368591,1,0,1,1,1
10410,Retail,S-Corp,Consulting,Leasing,Conservative,20,8137,7233456,3353364,2318581,0.216464857787114,1930994,3420956,25600,34992,39104,16682,405123,16956,76,12002,21943,44464,2631,102554,60547,26717,99265,-31772,37603,1216,Line of Credit,451710,28738,Weighted Average,77,4104338,72988,110696,429794,1,0,1,1,1
10411,Retail,LLC,Subscription,Leasing,Conservative,18,5097,971522,3289254,3689279,0.0701482658951536,1940967,1940873,31238,99438,64370,16193,398825,40473,9007,15700,3563,41872,838,59262,27485,42552,88747,10721,842890,14350,Short-term,388898,10879,FIFO,204,265221,38921,278591,449624,1,0,1,1,1
10412,Finance,S-Corp,Subscription,Leasing,Balanced,29,16407,6149531,1149577,2044517,0.22233295454511215,284179,3625590,27241,49921,5551,29561,182225,13894,8959,13769,27016,496,4513,493417,14862,10797,30614,88458,80605,2211,Line of Credit,450484,6543,FIFO,4,1092643,191075,122954,79702,1,0,0,1,1
10413,Healthcare,S-Corp,E-commerce,Owning,Balanced,28,35575,6990709,894081,2102362,0.015650853170507295,1178343,4991467,21810,84369,69359,44813,312683,45048,6553,6963,20968,34231,4916,51722,80948,21594,61189,-43138,291767,26301,Line of Credit,163070,47748,LIFO,328,1578569,47668,91569,356989,1,0,1,1,1
10414,Tech,LLC,Consulting,Leasing,Balanced,6,17722,2281906,4673037,3672403,-0.010479757308482496,453961,2370901,22167,71917,55880,8766,437359,33382,8297,7838,21201,23212,1421,449575,91890,7406,17601,-9892,578728,22251,Long-term,96426,48924,LIFO,448,3692072,56175,242963,287220,1,0,1,1,1
10415,Finance,C-Corp,Software Sales,Owning,Balanced,29,17924,9090884,3745727,3261131,0.2575303662586112,561529,3199858,23811,78690,13916,30844,22936,4050,6694,12399,5041,20637,4778,334940,76880,14965,93332,41788,878859,39529,Line of Credit,492630,43348,LIFO,165,4469074,179810,211737,291521,0,0,1,1,1
10416,Retail,LLC,Consulting,Leasing,Aggressive,11,8750,1600134,1652970,2047338,-0.07441536622579936,597263,2962053,41779,39235,81703,30432,312326,16709,2873,12243,11292,45227,3912,181231,62560,14733,71543,30140,935208,49660,Line of Credit,459555,19581,FIFO,415,573616,54452,363038,150350,1,0,1,1,1
10417,Retail,S-Corp,E-commerce,Owning,Balanced,2,32733,2704884,1581064,628574,0.22210616264307154,174226,3301987,22085,83975,42445,30504,373403,15722,3346,1845,22566,16877,255,250740,88529,27926,20514,18578,365970,25673,Short-term,412522,37679,LIFO,421,4267136,47149,281051,468024,1,0,1,1,1
10418,Finance,LLC,E-commerce,Leasing,Aggressive,28,13535,1805243,4461887,2474138,0.042010286254702045,982454,4623311,48854,24122,48636,38146,230596,15210,7024,13942,8026,17810,2827,97052,99218,29783,83312,-34,299604,6586,Short-term,200078,14582,Weighted Average,128,1111347,16839,26637,399512,1,0,1,1,1
10419,Healthcare,C-Corp,Consulting,Owning,Balanced,23,29487,4374692,277189,144927,0.05704772127562985,511818,4427338,11261,28956,74927,41297,95042,49510,3148,16766,13923,9884,837,110808,33415,18824,67612,-39614,224117,47630,Long-term,183417,44888,FIFO,45,4311725,3155,174268,43539,1,0,1,1,1
